Symbol,CompanyName,DpmName
NX,QUANEX BUILDING PRODUCTS CORP COM,"Susquehanna Securities, LLC"
NXC,NUVEEN CALIF SELECT TAX FREE I SH BEN INT,
NXE,NEXGEN ENERGY LTD COM,
NXGN,NEXTGEN HEALTHCARE INC COM,Citadel Securities LLC
NXJ,NUVEEN NEW JERSEY QULT MUN FD COM,
NXN,NUVEEN N Y SELECT TAX FREE INC SH BEN INT,
NXP,NUVEEN SELECT TAX-FREE INCOME SH BEN INT,
NXPI,NXP SEMICONDUCTORS N V COM,"Susquehanna Securities, LLC"
NXQ,NUVEEN SELECT TAX FREE INCOME SH BEN INT,
NXR,NUVEEN SELECT TAX FREE INCOME SH BEN INT,
NXRT,NEXPOINT RESIDENTIAL TR INC COM,Belvedere Trading LLC
NXST,NEXSTAR MEDIA GROUP INC CL A,"Susquehanna Securities, LLC"
NXTC,NEXTCURE INC COM,
NXTD,NXT-ID INC COM NEW,"Group One Trading, L.P."
NXTG,FIRST TR EXCHANGE TRADED FD II INDXX NEXTG ETF,
NYC,NEW YORK CITY REIT INC COM,
NYCB,NEW YORK CMNTY BANCORP INC COM,"Susquehanna Securities, LLC"
NYCB-A,NEW YORK CMNTY BANCORP INC DEP SHS REPSTG A,
NYCB-U,NEW YORK CMNTY CAP TR V BONUSES UNIT,
NYF,ISHARES TR NEW YORK MUN ETF,
NYMT,NEW YORK MTG TR INC COM PAR $.02,"Wolverine Trading, LLC"
NYMTM,NEW YORK MTG TR INC 7.875% SER E PFD,
NYMTN,NEW YORK MTG TR INC 8% RED PFD D,
NYMTO,NEW YORK MTG TR INC PFD-C CONV,
NYMTP,NEW YORK MTG TR INC RED PFD B 7.75%,
NYMX,NYMOX PHARMACEUTICAL CORP COM,"Group One Trading, L.P."
NYT,NEW YORK TIMES CO CL A,Citadel Securities LLC
NYV,NUVEEN NEW YORK MUN VALUE FD 2 COM,
NZF,NUVEEN MUNICIPAL CREDIT INC FD COM SH BEN INT,
O,REALTY INCOME CORP COM,"Wolverine Trading, LLC"
OAC,OAKTREE ACQUISITION CORP SHS CL A,
OAC+,OAKTREE ACQUISITION CORP WT EXP,
OAC=,OAKTREE ACQUISITION CORP UNITS EX,
OACB,OAKTREE ACQUISITION CORP II CL A SHS,
OACB+,OAKTREE ACQUISITION CORP II WT EXP 091527,
OACB=,OAKTREE ACQUISITION CORP II UNIT EX 091527,
OAK-A,OAKTREE CAP GROUP LLC 6.625% PFD UT A,
OAK-B,OAKTREE CAP GROUP LLC 6.550 PFD UNT B,
OAS,OASIS PETROLEUM INC COM NEW,Belvedere Trading LLC
OASMY,OASMIA PHARMACEUTICAL AB ADR,
OASPQ,OASIS PETROLEUM INC COM,Citadel Securities LLC
OASQW,"Oasis Petroleum, Inc",
OBAS,OPTIBASE LTD SHS NEW NIS0.13,
OBCI,OCEAN BIO CHEM INC COM,
OBELF,OBSIDIAN ENERGY LTD COM,"Susquehanna Securities, LLC"
OBLG,OBLONG INC COM,
OBLN,OBALON THERAPEUTICS INC COM NEW,
OBNK,ORIGIN BANCORP INC COM,
OBOR,KRANESHARES TR MSCI ONE BELT,
OBSV,OBSEVA SA COM,
OC,OWENS CORNING NEW COM,Citigroup Derivatives Markets Inc.
OCA=,OMNICHANNEL ACQUISITION CORP UNIT EX,
OCC,OPTICAL CABLE CORP COM NEW,
OCCI,OFS CREDIT COMPANY INC COM,
OCCIP,OFS CREDIT COMPANY INC 6.875% PFD A,
OCFC,OCEANFIRST FINL CORP COM,"Group One Trading, L.P."
OCFCP,OCEANFIRST FINL CORP 7% DP SHS PFD A,
OCFT,ONECONNECT FINL TECHNOLOGY CO SPONSORED ADS,
OCG,ORIENTAL CULTURE HOLDING LTD ORD SHS,
OCGN,OCUGEN INC COM,
OCIO,ETF SER SOLUTIONS CLEARSHS OCIO,
OCN,OCWEN FINL CORP COM NEW,"Group One Trading, L.P."
OCSI,OAKTREE STRATEGIC INCOME CORP COM,
OCSL,OAKTREE SPECIALTY LENDING CORP COM,Citadel Securities LLC
OCTZ,LISTED FD TR TRUESHARES OCT,
OCUL,OCULAR THERAPEUTIX INC COM,Citadel Securities LLC
OCUP,OCUPHIRE PHARMA INC COM,
OCX,ONCOCYTE CORP COM,"Group One Trading, L.P."
ODC,OIL DRI CORP AMER COM,
ODFL,OLD DOMINION FREIGHT LINE INC COM,"Susquehanna Securities, LLC"
ODP,THE ODP CORP COM,"Two Sigma Securities, LLC"
ODT,ODONATE THERAPEUTICS INC COM,"Susquehanna Securities, LLC"
OEC,ORION ENGINEERED CARBONS S A COM,
OEF,ISHARES TR S&P 100 ETF,Citigroup Derivatives Markets Inc.
OEG,ORBITAL ENERGY GROUP INC COM,"Wolverine Trading, LLC"
OESX,ORION ENERGY SYSTEMS INC COM,"Susquehanna Securities, LLC"
OEUR,OSI ETF TR OSHARES EUR QLT,
OEX,S&P 100 index American-style,Citigroup Derivatives Markets Inc.
OFC,CORPORATE OFFICE PPTYS TR SH BEN INT,"Susquehanna Securities, LLC"
OFED,OCONEE FED FINL CORP COM,
OFG,OFG BANCORP COM,"Wolverine Trading, LLC"
OFG-A,OFG BANCORP PFD A 7.125%,
OFG-B,OFG BANCORP 7% SER B PFD,
OFG-D,OFG BANCORP PERP PFD-D,
OFIX,ORTHOFIX MED INC COM,"Susquehanna Securities, LLC"
OFLX,OMEGA FLEX INC COM,
OFS,OFS CAP CORP COM,
OFSSG,OFS CAP CORP 6.25% CAL NT 23,
OFSSI,OFS CAP CORP 5.95% NT 2026,
OFSSL,OFS CAP CORP 6.375% NT 25,
OFSSZ,OFS CAP CORP 6.50% NT 25,
OGCP,EMPIRE ST RLTY OP L P UNIT LTD PRT 60,
OGE,OGE ENERGY CORP COM,"Wolverine Trading, LLC"
OGEN,ORAGENICS INC COM PAR,
OGI,ORGANIGRAM HLDGS INC COM,
OGIG,OSI ETF TR OSHS GBL INTER,Belvedere Trading LLC
OGS,ONE GAS INC COM,"Wolverine Trading, LLC"
OHI,OMEGA HEALTHCARE INVS INC COM,"Susquehanna Securities, LLC"
OI,O-I GLASS INC COM,Citadel Securities LLC
OIA,INVESCO MUNI INCOME OPP TRST COM,
OIBR.C,OI SA SPONSORED ADR NE,
OIH,VANECK VECTORS ETF TR OIL SVCS ETF,GTS Securities LLC
OII,OCEANEERING INTL INC COM,Citadel Securities LLC
OIIM,O2MICRO INTERNATIONAL LIMITED SPONS ADR,
OIL,BARCLAYS BANK PLC IPTH CRUDE OIL,
OILK,PROSHARES TR K1 FRE CRD OIL,
OILNF,BARCLAYS BK PLC IPSP CROIL ETN,
OIS,OIL STS INTL INC COM,"Susquehanna Securities, LLC"
OKE,ONEOK INC NEW COM,"Susquehanna Securities, LLC"
OKTA,OKTA INC CL A,"Susquehanna Securities, LLC"
OLB,OLB GROUP INC COM,
OLD,JANUS DETROIT STR TR LONG TERM CARE,
OLED,UNIVERSAL DISPLAY CORP COM,GTS Securities LLC
OLLI,OLLIES BARGAIN OUTLET HLDGS IN COM,Citadel Securities LLC
OLMA,OLEMA PHARMACEUTICALS INC COM,
OLN,OLIN CORP COM PAR $1,"Two Sigma Securities, LLC"
OLOXF,DEUTSCHE BK AG LONDON BRH DB CRUDE OIL LNG,
OLP,ONE LIBERTY PPTYS INC COM,
OM,OUTSET MED INC COM,
OMAB,GRUPO AEROPORTUARIO DEL CENTRO SPON ADR,
OMC,OMNICOM GROUP INC COM,"Susquehanna Securities, LLC"
OMCL,OMNICELL COM COM,"Susquehanna Securities, LLC"
OMER,OMEROS CORP COM,Citadel Securities LLC
OMEX,ODYSSEY MARINE EXPL INC COM NEW,Morgan Stanley & Co. LLC
OMF,ONEMAIN HLDGS INC COM,Citadel Securities LLC
OMFL,INVESCO EXCH TRD SLF IDX FD TR RUSL 1000 DYNM,
OMFS,INVESCO EXCH TRD SLF IDX FD TR RUSL 2000 DYNM,
OMI,OWENS & MINOR INC NEW COM,Citadel Securities LLC
OMP,OASIS MIDSTREAM PARTNERS LP COM UNITS REPS,
ON,ON SEMICONDUCTOR CORP COM,"Wolverine Trading, LLC"
ONB,OLD NATL BANCORP IND COM,GTS Securities LLC
ONCR,ONCORUS INC COM,
ONCS,ONCOSEC MED INC COM,
ONCT,ONCTERNAL THERAPEUTICS INC COM,
ONCY,ONCOLYTICS BIOTECH INC COM NEW,
ONDS,ONDAS HLDGS INC COM NEW,
ONE,ONESMART INTL ED GROUP LTD SPONSORED ADS,
ONEM,1LIFE HEALTHCARE INC COM,"Susquehanna Securities, LLC"
ONEO,SPDR SER TR RUSSELL MOMENTUM,
ONEQ,FIDELITY COMWLTH TR NDQ CP IDX TRK,
ONEV,SPDR SER TR RUSSELL LOW VOL,
ONEW,ONEWATER MARINE INC CL A COM,
ONEY,SPDR SER TR RUSSELL YIELD,
ONLN,PROSHARES TR ONLINE RTL ETF,Belvedere Trading LLC
ONTO,ONTO INNOVATION INC COM,GTS Securities LLC
ONTX,ONCONOVA THERAPEUTICS INC COM PAR,
ONTXW,ONCONOVA THERAPEUTICS INC WT EXP 071121,
ONVO,ORGANOVO HLDGS INC COM NEW,Belvedere Trading LLC
OOMA,OOMA INC COM,"Wolverine Trading, LLC"
OPBK,OP BANCORP COM,
OPCH,OPTION CARE HEALTH INC COM NEW,
OPEN,OPENDOOR TECHNOLOGIES INC COM,"Group One Trading, L.P."
OPENW,OPENDOOR TECHNOLOGIES INC WT EXP 121825,
OPER,ETF SER SOLUTIONS CLEARSHS ULTRA,
OPGN,OPGEN INC COM,
OPHC,OPTIMUMBANK HLDGS INC COM,
OPI,OFFICE PPTYS INCOME TR COM SHS BEN INT,Belvedere Trading LLC
OPINI,OFFICE PPTYS INCOME TR 5.875% SR NT 46,
OPINL,OFFICE PPTYS INCOME TR 6.375% NT 50,
OPK,OPKO HEALTH INC COM,"Group One Trading, L.P."
OPNT,OPIANT PHARMACEUTICALS INC COM,
OPOF,OLD POINT FINL CORP COM,
OPP,RIVERNORTH DOUBLELINE STRATE COM,
OPP-A,RIVERNORTH DOUBLELINE STRATE 4.375 SER A PFD,
OPRA,OPERA LTD SPONSORED ADS,"Group One Trading, L.P."
OPRT,OPORTUN FINL CORP COM,
OPRX,OPTIMIZERX CORP COM NEW,"Wolverine Trading, LLC"
OPT,OPTHEA LTD SPONSORED ADS,
OPTN,OPTINOSE INC COM,
OPTT,OCEAN PWR TECHNOLOGIES INC COM NEW,
OPY,OPPENHEIMER HLDGS INC CL A NON VTG,"Susquehanna Securities, LLC"
OR,OSISKO GOLD ROYALTIES LTD COM,"Group One Trading, L.P."
ORA,ORMAT TECHNOLOGIES INC COM,"Susquehanna Securities, LLC"
ORAN,ORANGE SPONSORED ADR,"Group One Trading, L.P."
ORBC,ORBCOMM INC COM,Belvedere Trading LLC
ORC,ORCHID IS CAP INC COM,"Wolverine Trading, LLC"
ORCC,OWL ROCK CAPITAL CORPORATION COM,Citadel Securities LLC
ORCL,ORACLE CORP COM,Citadel Securities LLC
OREXQ,OREXIGEN THERAPEUTICS INC COM NEW,
ORGO,ORGANOGENESIS HLDGS INC COM,
ORGOW,ORGANOGENESIS HLDGS INC WT EXP 121023,
ORGS,ORGENESIS INC COM NEW,
ORI,OLD REP INTL CORP COM,"Wolverine Trading, LLC"
ORIC,ORIC PHARMACEUTICALS INC COM,
ORLA,ORLA MNG LTD NEW COM,
ORLY,OREILLY AUTOMOTIVE INC COM,"Wolverine Trading, LLC"
ORMP,ORAMED PHARMACEUTICALS INC COM NEW,"Group One Trading, L.P."
ORN,ORION GROUP HOLDINGS INC COM,Belvedere Trading LLC
ORPH,ORPHAZYME A S ADS,
ORRF,ORRSTOWN FINL SVCS INC COM,
ORTX,ORCHARD THERAPEUTICS PLC ADS,
OSB,NORBORD INC COM NEW,
OSBC,OLD SECOND BANCORP INC ILL COM,
OSCV,ETF SER SOLUTIONS OPUS SML CP VL,
OSG,OVERSEAS SHIPHOLDING GROUP INC CL A NEW,"Group One Trading, L.P."
OSH,OAK STR HEALTH INC COM,Citadel Securities LLC
OSIS,OSI SYSTEMS INC COM,Citadel Securities LLC
OSK,OSHKOSH CORP COM,Morgan Stanley & Co. LLC
OSMT,OSMOTICA PHARMACEUTICALS PLC SHS,
OSN,OSSEN INNOVATION CO LTD SPONSORED ADR NE,
OSPN,ONESPAN INC COM,GTS Securities LLC
OSS,ONE STOP SYS INC COM,
OSTK,OVERSTOCK COM INC DEL COM,Citadel Securities LLC
OSUR,ORASURE TECHNOLOGIES INC COM,Citadel Securities LLC
OSW,ONESPAWORLD HOLDINGS LIMITED COM,"Wolverine Trading, LLC"
OTEL,OTELCO INC CL A NEW,
OTEX,OPEN TEXT CORP COM,"Susquehanna Securities, LLC"
OTIC,OTONOMY INC COM,Citadel Securities LLC
OTIS,OTIS WORLDWIDE CORP COM,Citadel Securities LLC
OTIVF,ON TRACK INNOVATION LTD SHS,
OTLK,OUTLOOK THERAPEUTICS INC COM NEW,
OTLKW,OUTLOOK THERAPEUTICS INC WT EXP A 021822,
OTRA,OTR ACQUISITION CORP COM CL A,
OTRAU,OTR ACQUISITION CORP UNIT EX 100125,
OTRAW,OTR ACQUISITION CORP WT EXP 113027,
OTRK,ONTRAK INC COM,Belvedere Trading LLC
OTRKP,ONTRAK INC 9.5% SER A PFD,
OTTR,OTTER TAIL CORP COM,"Group One Trading, L.P."
OTTW,OTTAWA BANCORP INC COM,
OUNZ,VANECK MERK GOLD TR GOLD TRUST,Belvedere Trading LLC
OUSA,OSI ETF TR OSHARES US QUALT,Belvedere Trading LLC
OUSM,OSI ETF TR OSHARES US SMLCP,
OUT,OUTFRONT MEDIA INC COM,Morgan Stanley & Co. LLC
OVB,LISTED FD TR SHARES CORE BD,
OVBC,OHIO VY BANC CORP COM,
OVF,LISTED FD TR SHARES FOREIGN,
OVID,OVID THERAPEUTICS INC COM,
OVL,LISTED FD TR SHARES LAG CAP,
OVLY,OAK VY BANCORP OAKDALE CALIF COM,
OVM,LISTED FD TR SHARES MUNI DB,
OVS,LISTED FD TR SHARES SML CAP,
OVV,OVINTIV INC COM,"Susquehanna Securities, LLC"
OXBR,OXBRIDGE RE HLDGS LTD SHS,
OXBRW,OXBRIDGE RE HLDGS LTD WT EXP 032624,
OXFD,OXFORD IMMUNOTEC GLOBAL PLC ORD SHS,
OXLC,OXFORD LANE CAP CORP COM,
OXLCM,OXFORD LANE CAP CORP 6.75% PF TRM 24,
OXLCO,OXFORD LANE CAP CORP PFD SHS SER 2023,
OXLCP,OXFORD LANE CAP CORP 6.25% NT 27,
OXM,OXFORD INDS INC COM,"Susquehanna Securities, LLC"
OXSQ,OXFORD SQUARE CAP CORP COM,"Wolverine Trading, LLC"
OXSQL,OXFORD SQUARE CAP CORP 6.50% NT 24,
OXSQZ,OXFORD SQUARE CAP CORP CAL NT 26,
OXY,OCCIDENTAL PETE CORP COM,GTS Securities LLC
OXY+,OCCIDENTAL PETE CORP WT EXP 080327,
OYST,OYSTER PT PHARMA INC COM,
OZK,BANK OZK COM,Morgan Stanley & Co. LLC
OZON,OZON HLDGS PLC SPONSORED ADS,
PAA,PLAINS ALL AMERN PIPELINE L P UNIT LTD PARTN,"Susquehanna Securities, LLC"
PAAS,PAN AMERN SILVER CORP COM,"Two Sigma Securities, LLC"
PAASF,PAN AMERN SILVER CORP RT,
PAC,GRUPO AEROPUERTO DEL PACIFICO SPON ADR B,
PACB,PACIFIC BIOSCIENCES CALIF INC COM,"Group One Trading, L.P."
PACE,TPG PACE TECH OPPORTUNITIES CO CL A COM,
PACE+,TPG PACE TECH OPPORTUNITIES CO WT EX 100927,
PACE=,TPG PACE TECH OPPORTUNITIES CO UNIT EX,
PACK,RANPAK HOLDINGS CORP COM CL A,
PACW,PACWEST BANCORP DEL COM,"Susquehanna Securities, LLC"
PAE,PAE INC COM CL A,
PAEWW,PAE INC WT EXP 091123,
PAG,PENSKE AUTOMOTIVE GRP INC COM,GTS Securities LLC
PAGP,PLAINS GP HLDGS L P LTD PARTNR INT A,"Susquehanna Securities, LLC"
PAGS,PAGSEGURO DIGITAL LTD COM CL A,"Susquehanna Securities, LLC"
PAHC,PHIBRO ANIMAL HEALTH CORP CL A COM,
PAI,WESTERN ASSET INVESTMENT GRADE COM,
PAIC,PETRA ACQUISITION INC COM,
PAICU,PETRA ACQUISITION INC UNIT EXP 052527,
PAICW,PETRA ACQUISITION INC WT EXP 052527,
PAK,GLOBAL X FDS MSCI PAKISTAN,
PALC,PACER FDS TR LUNT LRGCP MULTI,
PALL,ABERDEEN STD PALLADIUM ETF TR PHYSCL PALLADM,
PAM,PAMPA ENERGIA S A SPONS ADR LVL I,"Wolverine Trading, LLC"
PAMC,PACER FDS TR LUNT MDCAP MLT,
PANA,PANACEA ACQUISITION CORP CL A,
PANA+,PANACEA ACQUISITION CORP WT EXP 070727,
PANA=,PANACEA ACQUISITION CORP UNIT,
PAND,PANDION THERAPEUTICS INC COM,
PANL,PANGAEA LOGISTICS SOLUTION LTD SHS,
PANW,PALO ALTO NETWORKS INC COM,"Susquehanna Securities, LLC"
PAPR,INNOVATOR ETFS TR S&P 500 PWR BU,
PAR,PAR TECHNOLOGY CORP COM,
PARR,PAR PAC HOLDINGS INC COM NEW,"Wolverine Trading, LLC"
PASG,PASSAGE BIO INC COM,
PATI,PATRIOT TRANSN HLDG INC COM,
PATK,PATRICK INDS INC COM,"Susquehanna Securities, LLC"
PAUG,INNOVATOR ETFS TR S&P 500 PWR BU,
PAVE,GLOBAL X FDS US INFR DEV ETF,Belvedere Trading LLC
PAVM,PAVMED INC COM,
PAVMW,PAVMED INC WT EXP 012922,
PAVMZ,PAVMED INC WT Z EXP 043024,
PAWZ,PROSHARES TR PET CARE ETF,
PAYA,PAYA HOLDINGS INC COM CL A,"Susquehanna Securities, LLC"
PAYAW,PAYA HOLDINGS INC WT EXP 101625,
PAYC,PAYCOM SOFTWARE INC COM,Citadel Securities LLC
PAYS,PAYSIGN INC COM,Belvedere Trading LLC
PAYX,PAYCHEX INC COM,Citadel Securities LLC
PB,PROSPERITY BANCSHARES INC COM,
PBA,PEMBINA PIPELINE CORP COM,"Group One Trading, L.P."
PBB,PROSPECT CAP CORP 6.25% NTS 2024,
PBC,PROSPECT CAP CORP 6.875 NTS DUE 29,
PBCT,PEOPLES UNITED FINANCIAL INC COM,GTS Securities LLC
PBCTP,PEOPLES UNITED FINANCIAL INC PERP PFD SER A,
PBD,INVESCO EXCH TRADED FD TR II GBL CLEAN ENRG,
PBDM,INVESCO EXCH TRADED FD TR II PURBTA FTSE DV,
PBE,INVESCO EXCHANGE TRADED FD TR DYNMC BIOTECH,
PBEE,INVESCO EXCH TRADED FD TR II PURBTA FTSE EM,
PBF,PBF ENERGY INC CL A,"Susquehanna Securities, LLC"
PBFS,PIONEER BANCORP INC COM,
PBFX,PBF LOGISTICS LP UNIT LTD PTNR,"Susquehanna Securities, LLC"
PBH,PRESTIGE CONSMR HEALTHCARE INC COM,
PBHC,PATHFINDER BANCORP INC MD COM,
PBI,PITNEY BOWES INC COM,"Susquehanna Securities, LLC"
PBI-B,PITNEY BOWES INC NT 43,
PBIP,PRUDENTIAL BANCORP INC NEW COM,
PBJ,INVESCO EXCHANGE TRADED FD TR DYNMC FOOD BEV,
PBLA,PANBELA THERAPEUTICS INC COM,
PBND,INVESCO EXCH TRADED FD TR II PURBETA US AGG,
PBP,INVESCO EXCHANGE TRADED FD TR S&P500 BUY WRT,
PBPB,POTBELLY CORP COM,Morgan Stanley & Co. LLC
PBR,PETROLEO BRASILEIRO SA PETROBR SPONSORED ADR,Morgan Stanley & Co. LLC
PBR.A,PETROLEO BRASILEIRO SA PETROBR SP ADR NON VTG,
PBS,INVESCO EXCHANGE TRADED FD TR DYNMC MEDIA,
PBSM,INVESCO EXCH TRADED FD TR II PURBTA MSCI SM,
PBT,PERMIAN BASIN RTY TR UNIT BEN INT,Citadel Securities LLC
PBTP,INVESCO EXCH TRADED FD TR II PURBTA 0 5 YR,
PBTS,POWERBRIDGE TECHNLOGIES CO LTD ORD SHS,
PBUS,INVESCO EXCH TRADED FD TR II PURBTA MSCI US,
PBW,INVESCO EXCHANGE TRADED FD TR WILDERHIL CLAN,"Susquehanna Securities, LLC"
PBY,PROSPECT CAP CORP 6.25% NT 28,
PBYI,PUMA BIOTECHNOLOGY INC COM,"Susquehanna Securities, LLC"
PCAR,PACCAR INC COM,"Susquehanna Securities, LLC"
PCB,PCB BANCORP COM,
PCEF,INVESCO EXCH TRADED FD TR II CEF INM COMPSI,"Wolverine Trading, LLC"
PCF,HIGH INCOME SECS FD SHS BEN INT,
PCG,PG&E CORP COM,Citadel Securities LLC
PCG-A,PACIFIC GAS & ELEC CO PFD 1ST 6%,
PCG-B,PACIFIC GAS & ELEC CO PFD 1ST 5.50%,
PCG-C,PACIFIC GAS & ELEC CO PFD 1ST 5%,
PCG-D,PACIFIC GAS & ELEC CO PFD 1ST 5%,
PCG-E,PACIFIC GAS & ELEC CO PFD 1 SER A 5%,
PCG-G,PACIFIC GAS & ELEC CO PFD 1ST 4.80%,
PCG-H,PACIFIC GAS & ELEC CO PFD 1ST 4.50%,
PCG-I,PACIFIC GAS & ELEC CO PFD 1ST 4.36%,
PCGU,PG&E CORP EQUITY UNIT,
PCH,POTLATCHDELTIC CORPORATION COM,
PCI,PIMCO DYNAMIC CR INCOME FD COM SHS,
PCK,PIMCO CALIF MUN INCOME FD II COM,
PCM,PCM FD INC COM,
PCN,PIMCO CORPORATE & INCM STRG FD COM,
PCOM,POINTS INTL LTD COM NEW,"Susquehanna Securities, LLC"
PCPC=,PERIPHAS CAPITAL PARTNERING UNIT,
PCPL,CC NEUBERGER PRINCIPAL HLDNG I COM,
PCPL+,CC NEUBERGER PRINCIPAL HLDNG I WT EXP,
PCPL=,CC NEUBERGER PRINCIPAL HLDNG I UNIT,
PCQ,PIMCO CA MUNICIPAL INCOME FD COM,
PCRX,PACIRA BIOSCIENCES INC COM,"Susquehanna Securities, LLC"
PCSA,PROCESSA PHARMACEUTICALS INC COM NEW,
PCSB,PCSB FINL CORP COM,"Susquehanna Securities, LLC"
PCTI,PCTEL INC COM,
PCTY,PAYLOCITY HLDG CORP COM,"Susquehanna Securities, LLC"
PCVX,VAXCYTE INC COM,
PCY,INVESCO EXCH TRADED FD TR II EMRNG MKT SVRG,"Susquehanna Securities, LLC"
PCYG,PARK CITY GROUP INC COM NEW,"Wolverine Trading, LLC"
PCYO,PURE CYCLE CORP COM NEW,
PD,PAGERDUTY INC COM,Citadel Securities LLC
PDAC,PERIDOT ACQUISITION CORP SHS CL A,
PDAC+,PERIDOT ACQUISITION CORP WT EXP 113027,
PDAC=,PERIDOT ACQUISITION CORP UNIT,
PDBC,INVESCO ACTIVLY MANGD ETC FD T OPTIMUM YIELD,Belvedere Trading LLC
PDCE,PDC ENERGY INC COM,Citadel Securities LLC
PDCO,PATTERSON COS INC COM,"Susquehanna Securities, LLC"
PDD,PINDUODUO INC SPONSORED ADS,"Susquehanna Securities, LLC"
PDEC,INNOVATOR ETFS TR S&P 500 PWR BU,
PDEV,PRINCIPAL EXCHANGE-TRADED FDS INTL MLTFCTR ETF,
PDEX,PRO-DEX INC COLO COM NEW,
PDFS,PDF SOLUTIONS INC COM,"Wolverine Trading, LLC"
PDI,PIMCO DYNAMIC INCOME FD SHS,
PDLB,PDL CMNTY BANCORP COM,
PDLI,PDL BIOPHARMA INC COM,"Susquehanna Securities, LLC"
PDM,PIEDMONT OFFICE REALTY TR INC COM CL A,"Wolverine Trading, LLC"
PDN,INVESCO EXCH TRADED FD TR II FTSE RAFI SML,
PDP,INVESCO EXCHANGE TRADED FD TR DWA MOMENTUM,Belvedere Trading LLC
PDS,PRECISION DRILLING CORP COM NEW,Morgan Stanley & Co. LLC
PDSB,PDS BIOTECHNOLOGY CORP COM,
PDT,HANCOCK JOHN PREM DIVID FD COM SH BEN INT,
PE,PARSLEY ENERGY INC CL A,"Susquehanna Securities, LLC"
PEAK,HEALTHPEAK PROPERTIES INC COM,GTS Securities LLC
PEB,PEBBLEBROOK HOTEL TR COM,"Susquehanna Securities, LLC"
PEB-C,PEBBLEBROOK HOTEL TR PFD SER C 6.50%,
PEB-D,PEBBLEBROOK HOTEL TR PFD SHS SER D,
PEB-E,PEBBLEBROOK HOTEL TR 6.375 PFD SER E,
PEB-F,PEBBLEBROOK HOTEL TR 6.3 CUM PFD SR F,
PEBK,PEOPLES BANCORP N C INC COM,
PEBO,PEOPLES BANCORP INC COM,
PECK,PECK CO HLDGS INC COM NEW,
PED,PEDEVCO CORP COM PAR,
PEG,PUBLIC SVC ENTERPRISE GRP INC COM,"Susquehanna Securities, LLC"
PEGA,PEGASYSTEMS INC COM,"Susquehanna Securities, LLC"
PEI,PENNSYLVANIA REAL ESTATE INVT SH BEN INT,"Group One Trading, L.P."
PEI-B,PENNSYLVANIA REAL ESTATE INVT CUM RED PERP PFD,
PEI-C,PENNSYLVANIA REAL ESTATE INVT RED PFD SER C,
PEI-D,PENNSYLVANIA REAL ESTATE INVT 6.875% RED PFD D,
PEIX,PACIFIC ETHANOL INC COM,"Group One Trading, L.P."
PEJ,INVESCO EXCHANGE TRADED FD TR DYNMC LEISURE,
PEN,PENUMBRA INC COM,"Susquehanna Securities, LLC"
PENN,PENN NATL GAMING INC COM,"Susquehanna Securities, LLC"
PEO,ADAM NAT RES FD INC COM,"Susquehanna Securities, LLC"
PEP,PEPSICO INC COM,"Susquehanna Securities, LLC"
PERI,PERION NETWORK LTD SHS NEW,"Susquehanna Securities, LLC"
PERS,SANDRIDGE PERMIAN TR COM UNIT BEN INT,Morgan Stanley & Co. LLC
PESI,PERMA-FIX ENVIRONMENTAL SVCS COM NEW,
PESXQ,PIONEER ENERGY SVCS CORP COM,
PETQ,PETIQ INC COM CL A,"Wolverine Trading, LLC"
PETS,PETMED EXPRESS INC COM,"Group One Trading, L.P."
PETZ,TDH HLDGS INC SHS,
PEX,PROSHARES TR PRIV EQTY-LSTD,
PEXL,PACER FDS TR US EXPORT LEAD,
PEY,INVESCO EXCHANGE TRADED FD TR HIG YLD EQ DIV,Belvedere Trading LLC
PEZ,INVESCO EXCHANGE TRADED FD TR DWA CYCLICALS,
PFBC,PREFERRED BK LOS ANGELES CA COM NEW,
PFBI,PREMIER FINL BANCORP INC COM,
PFC,PREMIER FINANCIAL CORP COM,
PFD,FLAHERTY & CRUMRINE PFD INCOME COM,
PFE,PFIZER INC COM,"Susquehanna Securities, LLC"
PFEB,INNOVATOR ETFS TR S&P 500 POWER,
PFF,ISHARES TR PFD AND INCM SEC,"Susquehanna Securities, LLC"
PFFA,ETFIS SER TR I VIRTUS INFRCAP,
PFFD,GLOBAL X FDS US PFD ETF,
PFFL,UBS AG LONDON BRANCH ETRACS 2XM ETN,
PFFR,ETFIS SER TR I INFRACP REIT PFD,
PFFV,GLOBAL X FDS RATE PREFERRED,
PFG,PRINCIPAL FINANCIAL GROUP INC COM,GTS Securities LLC
PFGC,PERFORMANCE FOOD GROUP CO COM,"Wolverine Trading, LLC"
PFH,PRUDENTIAL FINL INC CAL NT 60,
PFHD,PROFESSIONAL HLDG CORP CL A COM,
PFI,INVESCO EXCHANGE TRADED FD TR DWA FINL MUMT,
PFIE,PROFIRE ENERGY INC COM,
PFIG,INVESCO EXCH TRADED FD TR II FNDMNTL IG CRP,
PFIN,P & F INDS INC CL A NEW,
PFIS,PEOPLES FINL SVCS CORP COM,
PFL,PIMCO INCOME STRATEGY FD COM,
PFLD,ETF SER SOLUTIONS AAM LW DUR PFD,
PFLT,PENNANTPARK FLOATING RATE CAP COM,
PFM,INVESCO EXCHANGE TRADED FD TR DIVID ACHIEVEV,
PFMT,PERFORMANT FINL CORP COM,"Wolverine Trading, LLC"
